frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    267095    78577
473.5    228669    61836
473.7    223201    60280
473.9    215324    67656
474.1    228491    73578
474.3    210094    61674
474.5    159362    48162
474.7    145135    35006
474.9    141311    35222
475.1    133766    32647
475.3    178382    47031
475.5    220430    52633
475.7    192225    52507
475.9    221021    63288
476.1    250951    81808
476.3    262796    75283
476.5    241242    66461
476.7    214610    57505
476.9    231309    63866
477.1    254257    70407
477.3    266214    72658
