frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    210850    65395
473.5    210310    54814
473.7    218843    68024
473.9    188235    47473
474.1    202850    49345
474.3    183315    46385
474.5    166852    50802
474.7    140767    36213
474.9    174630    44034
475.1    249694    61887
475.3    199199    45267
475.5    215434    53994
475.7    188025    52639
475.9    212856    65373
476.1    195482    59463
476.3    205415    54386
476.5    208143    60305
476.7    256822    83105
476.9    235585    70444
477.1    239786    66515
477.3    235687    67801
