frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    294433    82328
471.0    329772    90875
471.2    311401    92350
471.4    332287    89567
471.6    327948    93434
471.8    316126    98167
472.0    323776    85458
472.2    345076    89028
472.4    306697    77693
472.6    303579    91313
472.8    173178    40801
473.0    66592    15227
473.2    288591    70868
473.4    69962    14607
473.6    294046    78664
473.8    249801    69055
474.0    310610    82432
474.2    302815    79513
474.4    349595    99906
474.6    396248    110689
474.8    389468    107050
475.0    324263    81126
475.2    377366    105585
475.4    335340    82624
475.6    340740    91852
475.8    347788    95726
476.0    357091    88315
476.2    346395    88017
476.4    364653    99192
476.6    334962    91476
476.8    340182    93929
