frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    253577    75472
473.5    222429    72039
473.7    230348    62923
473.9    187547    58352
474.1    215195    63293
474.3    212742    54723
474.5    198730    56402
474.7    148167    37480
474.9    204779    45093
475.1    132522    31429
475.3    137266    37947
475.5    201600    50259
475.7    217147    54850
475.9    222915    55582
476.1    218058    61121
476.3    222227    70233
476.5    219082    64345
476.7    182537    56268
476.9    213670    58297
477.1    221826    65246
477.3    229453    76377
