frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    304191.0    67095.33333333333
471.0    305466.0    66351.0
471.2    288702.3333333334    68899.0
471.4    291227.3333333333    67072.33333333333
471.6    282013.0    68614.0
471.8    278841.0    65000.66666666668
472.0    272451.6666666667    63213.0
472.2    262488.6666666666    59603.333333333336
472.4    271063.00000000006    59428.99999999999
472.6    256210.6666666667    53203.66666666667
472.8    283239.6666666666    61599.99999999999
473.0    254335.33333333334    54202.00000000001
473.2    259239.00000000003    53638.66666666668
473.4    243907.66666666666    62050.0
473.6    242295.00000000003    54170.99999999999
473.8    237146.66666666666    54702.0
474.0    216341.0    44613.333333333336
474.2    263462.0    57467.333333333336
474.4    276190.0    62654.666666666664
474.6    267763.3333333334    63814.333333333336
474.8    278499.3333333333    66655.0
475.0    277030.0    63802.33333333334
475.2    271878.3333333333    69719.33333333334
475.4    309878.0    68967.0
475.6    312815.3333333333    72187.66666666667
475.8    308904.0    70081.66666666669
476.0    275176.6666666666    61615.66666666666
476.2    291233.0    70879.33333333333
476.4    288309.6666666666    70507.66666666667
476.6    288715.6666666667    65916.33333333333
476.8    294955.6666666667    67734.33333333334
