frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    281720    85551
473.5    228009    64173
473.7    212045    63539
473.9    186376    46042
474.1    191214    60764
474.3    181235    53825
474.5    161602    41516
474.7    155399    46021
474.9    140132    34630
475.1    112713    27896
475.3    211555    52905
475.5    233083    61859
475.7    206749    54211
475.9    190044    51592
476.1    243239    73757
476.3    212020    53464
476.5    204364    60645
476.7    231951    70168
476.9    251021    73567
477.1    221853    59659
477.3    228615    65811
