frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    113623    50003
472.2    127878    37300
472.4    86140    27447
472.6    100867    30297
472.8    115575    48331
473.0    95511    33408
473.2    78680    23737
473.4    96881    30190
473.6    106857    31549
473.8    90986    30504
474.0    88960    29651
474.2    89566    27197
474.4    87896    31060
474.6    79690    28137
474.8    75790    21403
475.0    76583    24720
475.2    62823    19745
475.4    53661    17778
475.6    76563    27558
475.8    86165    28649
476.0    94832    29814
476.2    73774    24019
476.4    84033    28942
476.6    95194    32034
476.8    69563    20063
477.0    75551    24667
