frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    381547    80673
471.0    414118    99158
471.2    432471    97804
471.4    434217    106742
471.6    442824    107225
471.8    419245    90284
472.0    409025    107795
472.2    382970    91685
472.4    383312    85735
472.6    421479    103947
472.8    376566    78618
473.0    377720    88634
473.2    344282    79435
473.4    290248    67206
473.6    290987    60117
473.8    324713    72825
474.0    354053    84542
474.2    391480    87370
474.4    449800    108586
474.6    427897    98483
474.8    431865    106902
475.0    366518    86598
475.2    418286    94819
475.4    441649    99930
475.6    453241    105823
475.8    427158    94842
476.0    420517    85319
476.2    449588    106044
476.4    409675    89215
476.6    400059    83329
476.8    400818    89494
