frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    417018    104927
471.0    406365    93124
471.2    402266    78025
471.4    439786    100963
471.6    439985    113821
471.8    413149    84046
472.0    379035    78955
472.2    390662    87456
472.4    374128    79524
472.6    353821    81664
472.8    395150    86754
473.0    392165    83963
473.2    394915    86412
473.4    407238    83495
473.6    381033    83080
473.8    387884    88736
474.0    382677    81513
474.2    418736    76790
474.4    410103    89336
474.6    365337    74743
474.8    376674    79308
475.0    390442    76802
475.2    371389    80761
475.4    387111    81353
475.6    358934    77441
475.8    409589    86910
476.0    382713    82354
476.2    384943    79967
476.4    422932    81518
476.6    403390    80352
476.8    362547    74270
