wl(nm)    mean_lt(s)    mle_lt(s)    CI_low[lt]    CI_high[lt]    int(W/m2)    int_er    label    file
530    1537.4878192412195    1051.1999999999998    848.4    2301.9    1450162.6788256168    271960.2676200148    530 p12000 1 230803    2023_08_10_10h_28m_50s_dissociation_measurement
500    101.64372813432527    92.39999999999999    79.19999999999999    123.6    1245299.1760998422    208973.5620943382    500 p12000 1 230803    2023_08_11_10h_41m_37s_dissociation_measurement
510    57.37443455748691    52.199999999999996    44.699999999999996    69.6    1437624.560677984    263091.6096152707    510 p12000 1 230814    2023_08_14_11h_36m_53s_dissociation_measurement
520    121.26623683266887    107.69999999999999    91.8    150.0    1306734.962323985    226103.93552722383    520 p12000 1 230816    2023_08_16_10h_59m_25s_dissociation_measurement
525    167.89661767160564    149.1    127.19999999999999    207.9    1376045.3262061123    248400.85893161563    525 p12000 1 230818    2023_08_18_11h_15m_57s_dissociation_measurement
535    603.9272742175706    432.6    361.8    833.6999999999999    1377683.0261830322    248557.97256873068    535 p12000 1 230821    2023_08_21_12h_09m_33s_dissociation_measurement
540    1179.8029787804849    731.9999999999999    616.8    1799.1    1329030.0408005505    239757.7795380282    540 p12000 1 230822    2023_08_22_00h_00m_00s_dissociation_measurement
