frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    218637    71540
473.5    218064    61986
473.7    231627    65424
473.9    213124    49602
474.1    215895    61301
474.3    218206    62942
474.5    191065    60464
474.7    199951    52474
474.9    180337    42124
475.1    133484    28979
475.3    186887    47449
475.5    231335    57126
475.7    230395    62869
475.9    203947    64769
476.1    211289    53184
476.3    214303    53702
476.5    189532    50267
476.7    245422    64256
476.9    213507    65645
477.1    226139    67036
477.3    229628    61857
