frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    250667.0    70165.66666666667
471.0    228146.0    63494.333333333336
471.2    237298.99999999997    66750.0
471.4    241575.66666666663    69850.66666666666
471.6    235512.66666666666    65282.66666666667
471.8    243564.0    70082.0
472.0    235512.66666666666    71087.0
472.2    235758.0    63870.66666666667
472.4    235140.6666666667    63272.333333333336
472.6    215836.0    59516.333333333336
472.8    204481.6666666667    55399.0
473.0    198928.33333333334    55094.66666666667
473.2    192776.00000000003    54655.33333333332
473.4    185485.0    53128.0
473.6    196809.99999999997    51892.0
473.8    179426.6666666667    49881.33333333333
474.0    183568.33333333334    47568.66666666667
474.2    176796.3333333333    45319.66666666667
474.4    197942.6666666667    53115.0
474.6    194960.3333333333    53912.33333333333
474.8    218730.66666666666    59931.33333333333
475.0    220164.6666666667    63309.333333333336
475.2    217080.6666666667    58534.333333333336
475.4    236960.33333333334    63593.66666666667
475.6    251829.66666666666    80595.99999999999
475.8    243019.0    71116.33333333331
476.0    243983.0    78692.33333333334
476.2    246648.0    71585.33333333331
476.4    227505.00000000003    64616.000000000015
476.6    251188.6666666667    71508.66666666666
476.8    252803.0    66190.0
