frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    225543    59324
473.5    224112    61357
473.7    212862    54443
473.9    192418    49294
474.1    219757    55306
474.3    202151    49456
474.5    212950    55681
474.7    210673    54913
474.9    173630    49153
475.1    117038    31373
475.3    213951    57255
475.5    200339    48358
475.7    189801    51365
475.9    207604    47663
476.1    231098    67205
476.3    231270    62435
476.5    218508    61847
476.7    248067    65817
476.9    202343    55716
477.1    221457    60485
477.3    222740    61491
