frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    416576    99160
471.0    418520    95065
471.2    429304    106871
471.4    418594    103825
471.6    464972    110476
471.8    423249    104634
472.0    433214    105301
472.2    390904    81568
472.4    419257    97987
472.6    402457    75391
472.8    424678    95687
473.0    354637    82978
473.2    371560    77829
473.4    348969    85433
473.6    401236    76993
473.8    239711    46499
474.0    250669    52876
474.2    392633    85102
474.4    446783    91049
474.6    396507    79538
474.8    430614    92122
475.0    449490    105253
475.2    407499    98888
475.4    440093    98597
475.6    410371    91894
475.8    429273    92945
476.0    440641    92083
476.2    450586    97494
476.4    425472    90028
476.6    441914    100571
476.8    366190    83834
