frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    246205    74193
473.5    268896    74689
473.7    220993    65661
473.9    200201    57165
474.1    181078    45374
474.3    192599    56156
474.5    192334    52701
474.7    180688    51215
474.9    122347    31531
475.1    137735    31132
475.3    206569    50715
475.5    212259    62178
475.7    194920    52087
475.9    213430    64782
476.1    228261    66763
476.3    248697    77067
476.5    245908    70425
476.7    223012    59561
476.9    226625    68662
477.1    257134    74957
477.3    246605    70301
