frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    216989    74649
473.5    160658    53176
473.7    164121    56659
473.9    164228    57289
474.1    143587    54203
474.3    170768    54784
474.5    133851    47450
474.7    109141    38384
474.9    90880    26014
475.1    80139    26960
475.3    80250    27692
475.5    152442    52989
475.7    138285    46315
475.9    158128    57918
476.1    188351    60888
476.3    148039    54366
476.5    166883    56187
476.7    161195    57167
476.9    168043    61607
477.1    186893    69871
477.3    174080    62957
