frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    216593.33333333334    56656.333333333336
471.0    233772.0    63185.0
471.2    242248.33333333334    67323.66666666667
471.4    227660.66666666666    66541.33333333333
471.6    233046.0    66333.0
471.8    256398.3333333333    70341.0
472.0    238795.3333333333    67760.66666666667
472.2    245503.99999999997    68051.0
472.4    231374.99999999997    62941.66666666665
472.6    212391.66666666666    59946.99999999999
472.8    210579.00000000003    53904.66666666667
473.0    209432.0    56729.666666666664
473.2    202547.00000000003    50578.66666666666
473.4    203508.66666666666    55956.33333333333
473.6    194385.66666666666    52360.666666666664
473.8    165634.0    40662.99999999999
474.0    220786.6666666667    60104.33333333333
474.2    212423.3333333333    58307.66666666666
474.4    212838.66666666666    59154.333333333336
474.6    208504.33333333334    56445.33333333333
474.8    210220.99999999997    59229.666666666664
475.0    226328.6666666667    61454.0
475.2    226079.00000000003    65465.666666666664
475.4    217048.33333333337    58320.33333333334
475.6    228381.6666666667    63351.333333333336
475.8    238439.33333333337    68285.33333333334
476.0    218293.66666666666    63962.333333333336
476.2    237645.0    61966.99999999999
476.4    232533.33333333334    63892.0
476.6    219329.6666666667    59377.0
476.8    215651.3333333333    56226.00000000001
