frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    248234.0    73761.66666666667
471.0    225215.6666666667    61341.666666666664
471.2    226072.0    64569.33333333333
471.4    223903.66666666666    63009.00000000001
471.6    222578.66666666666    63938.66666666667
471.8    218721.33333333334    61691.0
472.0    232783.33333333334    68639.66666666667
472.2    231731.33333333328    63749.66666666666
472.4    230728.66666666663    64268.0
472.6    223813.00000000003    61906.66666666668
472.8    220994.0    58708.00000000001
473.0    212808.6666666667    55074.666666666664
473.2    117312.33333333334    26744.333333333336
473.4    181228.0    42535.33333333333
473.6    197849.6666666667    52589.00000000001
473.8    172073.66666666666    45222.66666666667
474.0    186313.99999999997    51102.66666666667
474.2    228097.0    66358.66666666666
474.4    239519.33333333334    63649.33333333332
474.6    226382.0    61338.99999999999
474.8    223665.99999999997    63190.0
475.0    229293.0    65386.333333333336
475.2    225711.33333333334    60827.66666666667
475.4    223248.00000000003    62831.66666666667
475.6    229041.0    62527.333333333336
475.8    226057.00000000003    65209.66666666667
476.0    241368.33333333337    62702.0
476.2    249364.3333333333    71155.66666666667
476.4    244130.3333333333    70727.33333333333
476.6    224920.6666666667    65204.333333333336
476.8    230462.99999999997    61688.666666666664
