frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    258233    91050
471.0    249408    80523
471.2    276642    93818
471.4    269253    102832
471.6    260712    86229
471.8    247085    85646
472.0    275864    84660
472.2    268853    96899
472.4    240257    75597
472.6    212692    69541
472.8    248349    78377
473.0    158993    47905
473.2    36322    11760
473.4    203861    70944
473.6    258953    72037
473.8    225415    92103
474.0    195838    64898
474.2    272195    91666
474.4    257919    91872
474.6    246510    76295
474.8    254059    85319
475.0    255514    82157
475.2    270783    82027
475.4    296803    103414
475.6    285938    90219
475.8    241813    82954
476.0    265802    79120
476.2    270338    94534
476.4    271673    87162
476.6    267714    82974
476.8    270110    86853
