frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    233393.0    70029.66666666667
471.0    246222.99999999997    68706.66666666669
471.2    246347.66666666666    67867.33333333333
471.4    238629.66666666666    63281.66666666668
471.6    222467.33333333337    66916.33333333333
471.8    234425.0    65996.33333333333
472.0    221483.99999999997    56944.333333333336
472.2    226923.0    65485.33333333332
472.4    234686.33333333334    63504.66666666667
472.6    221883.33333333337    61694.00000000001
472.8    215093.33333333337    56679.33333333333
473.0    207392.66666666666    58062.33333333333
473.2    187522.66666666666    46064.0
473.4    180512.0    44139.0
473.6    173614.0    44525.999999999985
473.8    185551.33333333334    50589.666666666664
474.0    179701.00000000003    45913.0
474.2    173088.6666666667    43005.666666666664
474.4    215650.0    61237.99999999999
474.6    239877.66666666666    65777.0
474.8    237607.0    74873.66666666666
475.0    257458.00000000003    75622.33333333333
475.2    238678.33333333334    65599.66666666667
475.4    242091.6666666667    66295.33333333333
475.6    248642.6666666667    75497.0
475.8    231507.0    60762.666666666664
476.0    245856.0    67643.33333333334
476.2    236990.66666666666    65136.333333333336
476.4    249104.33333333334    66982.33333333333
476.6    248556.66666666666    69725.66666666666
476.8    242136.6666666667    68459.00000000001
