frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    232783    64340
473.5    209444    57714
473.7    238899    72913
473.9    224605    69664
474.1    209624    55534
474.3    210702    50550
474.5    158486    47025
474.7    149114    40792
474.9    133609    36206
475.1    198250    43340
475.3    128583    32343
475.5    214439    61309
475.7    207567    58179
475.9    213035    58471
476.1    231043    67887
476.3    236300    78287
476.5    247756    72354
476.7    238952    79702
476.9    239835    60588
477.1    255635    71420
477.3    235925    63517
