frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    125574    40826
472.2    132666    35752
472.4    133470    35408
472.6    132774    40328
472.8    131420    31960
473.0    119880    33601
473.2    136514    36897
473.4    111922    34992
473.6    119624    33856
473.8    109499    27657
474.0    106558    26664
474.2    111937    30121
474.4    109811    32209
474.6    124134    31382
474.8    104568    33046
475.0    88042    21636
475.2    90284    23494
475.4    84354    22623
475.6    108767    28132
475.8    107963    28645
476.0    113834    34004
476.2    111965    32030
476.4    105044    27603
476.6    117869    31298
476.8    110737    30753
477.0    106227    27532
