frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    293938.99999999994    77588.66666666667
471.0    307320.3333333334    80981.33333333334
471.2    293084.6666666666    80395.66666666666
471.4    311486.33333333326    86015.33333333334
471.6    270412.66666666674    72959.66666666669
471.8    314407.0    85876.66666666669
472.0    308800.00000000006    84378.00000000001
472.2    282713.0    75574.00000000001
472.4    276214.6666666666    71422.99999999999
472.6    299187.6666666667    77865.66666666666
472.8    283852.3333333334    78346.66666666666
473.0    276722.0    73092.66666666667
473.2    254251.33333333334    69128.33333333333
473.4    273504.6666666667    73118.00000000001
473.6    255071.66666666663    66586.66666666666
473.8    251430.00000000003    67766.66666666667
474.0    252546.0    65983.00000000001
474.2    292468.3333333334    79180.33333333331
474.4    297238.0    80275.66666666666
474.6    285180.0    81080.0
474.8    286641.0    75274.33333333334
475.0    308136.3333333334    85508.33333333334
475.2    300386.00000000006    80614.0
475.4    318203.6666666666    91607.66666666667
475.6    323999.0    85526.33333333336
475.8    311662.0    85969.33333333333
476.0    317038.6666666666    88233.0
476.2    305645.6666666667    84698.66666666667
476.4    285136.3333333334    78865.66666666667
476.6    317542.6666666666    90994.00000000001
476.8    315319.6666666666    82990.33333333333
