frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    114529    30429
472.2    117232    33320
472.4    108499    29718
472.6    110479    30451
472.8    126634    34393
473.0    104171    29355
473.2    99424    24213
473.4    104210    26891
473.6    119894    32519
473.8    101394    23809
474.0    117130    29021
474.2    86835    24164
474.4    114597    31184
474.6    111553    26979
474.8    102911    22653
475.0    95922    23956
475.2    89071    21481
475.4    81217    18955
475.6    109194    28319
475.8    98052    24044
476.0    105736    25788
476.2    104965    31476
476.4    105696    27650
476.6    116457    28421
476.8    112207    29236
477.0    104445    28041
