frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    176432    61609
473.5    181085    59608
473.7    159777    57610
473.9    157523    52028
474.1    164785    57647
474.3    141093    44232
474.5    126717    51231
474.7    100141    33138
474.9    95482    27940
475.1    133663    49808
475.3    167642    56695
475.5    155249    48269
475.7    138952    47165
475.9    135142    43190
476.1    154094    52518
476.3    154652    59246
476.5    181378    59182
476.7    173905    53396
476.9    186976    68522
477.1    217895    78944
477.3    171324    61764
