frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    370820    70099
471.0    416607    89279
471.2    421464    104043
471.4    438665    100859
471.6    396729    95653
471.8    481688    110223
472.0    398896    83694
472.2    408576    102863
472.4    387569    94404
472.6    391387    109434
472.8    368055    78143
473.0    392953    88740
473.2    410721    91268
473.4    336683    78764
473.6    325629    69102
473.8    342910    81665
474.0    403624    100390
474.2    400691    99358
474.4    404393    78296
474.6    406300    95593
474.8    438581    110607
475.0    436311    98501
475.2    409638    103666
475.4    425564    105145
475.6    403135    86611
475.8    386724    78766
476.0    390164    79704
476.2    427544    96740
476.4    414653    88551
476.6    419634    103341
476.8    415194    89491
