frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    386850    73593
471.0    442765    106215
471.2    460549    114066
471.4    455421    97585
471.6    453050    110810
471.8    412998    93180
472.0    426332    102739
472.2    423085    97501
472.4    437760    119238
472.6    428740    96401
472.8    391303    87746
473.0    384399    86510
473.2    372600    80242
473.4    355914    86756
473.6    399123    83422
473.8    270339    53774
474.0    424786    90872
474.2    406409    101148
474.4    415649    102089
474.6    448519    118185
474.8    413313    98363
475.0    385095    79254
475.2    408809    103370
475.4    466442    113647
475.6    424211    92361
475.8    436849    103700
476.0    406051    93654
476.2    378589    88573
476.4    394352    85924
476.6    399694    81596
476.8    434681    103076
