frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    220515    59345
473.5    198262    58927
473.7    222918    60054
473.9    197711    54640
474.1    192981    53566
474.3    196946    52951
474.5    229689    63446
474.7    231800    60885
474.9    148192    33921
475.1    123107    32165
475.3    128624    29329
475.5    193585    48847
475.7    217580    56995
475.9    210138    49655
476.1    213866    59250
476.3    249113    72381
476.5    269706    78798
476.7    271532    72908
476.9    265467    77985
477.1    273970    79020
477.3    291318    79600
