frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    230479    71194
473.5    234479    64940
473.7    214893    57939
473.9    214072    54953
474.1    218797    62596
474.3    171271    40225
474.5    154595    36869
474.7    157732    42875
474.9    154856    35908
475.1    117303    27983
475.3    115616    27185
475.5    204779    49982
475.7    223446    69426
475.9    190929    57612
476.1    210550    57958
476.3    244690    68696
476.5    237689    79750
476.7    249581    68191
476.9    241006    66730
477.1    241852    75472
477.3    269199    83583
