frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    240274.0    66033.0
471.0    258772.6666666667    74311.33333333333
471.2    254458.33333333334    69019.0
471.4    240168.99999999997    66160.66666666667
471.6    245325.0    69182.00000000001
471.8    230564.0    66226.33333333333
472.0    246351.33333333334    70469.0
472.2    247085.33333333334    70911.0
472.4    225655.33333333334    61162.00000000001
472.6    230554.0    60403.33333333333
472.8    208561.6666666667    62037.66666666667
473.0    208532.6666666667    54922.0
473.2    206991.33333333334    55313.666666666664
473.4    202172.33333333334    57038.333333333336
473.6    204956.6666666667    54626.666666666664
473.8    185125.66666666666    47158.99999999999
474.0    185713.3333333333    51796.33333333332
474.2    159645.33333333334    40549.00000000001
474.4    203666.66666666663    54473.666666666664
474.6    234724.0    62311.33333333333
474.8    239433.0    66030.0
475.0    226540.66666666666    63151.99999999999
475.2    230750.66666666663    66176.66666666666
475.4    227723.66666666666    60008.666666666664
475.6    238805.3333333333    67035.33333333333
475.8    236121.66666666666    63127.0
476.0    231414.0    64215.0
476.2    242666.00000000003    67817.0
476.4    236713.66666666666    65952.33333333334
476.6    230142.00000000003    61449.666666666664
476.8    225494.0    64695.33333333333
