frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    369367    97722
471.0    374245    96160
471.2    354001    91107
471.4    348621    106424
471.6    294136    91531
471.8    314140    92417
472.0    293832    82072
472.2    329725    91254
472.4    302972    76711
472.6    320991    81548
472.8    317306    92124
473.0    302724    89304
473.2    281054    72760
473.4    274242    82368
473.6    275104    80503
473.8    218201    60403
474.0    313640    104601
474.2    311385    87279
474.4    367299    109598
474.6    334966    99555
474.8    327005    82935
475.0    357259    103090
475.2    345787    87936
475.4    318065    98639
475.6    326391    92799
475.8    320295    90946
476.0    331091    88125
476.2    322920    79329
476.4    320428    89171
476.6    321995    91092
476.8    332379    90303
