frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    239203    60449
473.5    210583    59668
473.7    181055    50115
473.9    181163    48960
474.1    187051    44892
474.3    175670    44154
474.5    166378    43570
474.7    159326    37363
474.9    119166    26298
475.1    146280    39982
475.3    129084    31375
475.5    211615    59694
475.7    202606    66886
475.9    194261    49745
476.1    222449    70039
476.3    204335    59285
476.5    198567    57009
476.7    217382    58648
476.9    231120    63412
477.1    220197    65380
477.3    256976    70031
