frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    310047.33333333343    82231.33333333334
471.0    288361.99999999994    78791.0
471.2    315836.6666666666    87644.0
471.4    324234.6666666666    91553.0
471.6    294398.6666666667    80724.0
471.8    302905.00000000006    80628.0
472.0    291421.00000000006    81207.33333333334
472.2    278261.0    77734.66666666667
472.4    278031.3333333333    76816.33333333333
472.6    305123.6666666666    87407.33333333336
472.8    252390.3333333333    69398.33333333333
473.0    262179.0    70881.0
473.2    230050.66666666666    62610.666666666664
473.4    272596.3333333333    79243.33333333336
473.6    240432.66666666672    68168.99999999999
473.8    235935.3333333333    60778.333333333336
474.0    270775.00000000006    69084.66666666667
474.2    262184.6666666667    67011.33333333333
474.4    270911.6666666667    78182.0
474.6    286352.6666666666    81085.00000000001
474.8    306763.00000000006    89167.66666666667
475.0    320327.6666666666    88214.33333333334
475.2    323786.6666666666    96755.0
475.4    328487.66666666674    90817.99999999999
475.6    328849.3333333333    88336.66666666666
475.8    309847.3333333334    83898.33333333336
476.0    311309.3333333333    84010.0
476.2    284566.6666666667    79163.33333333333
476.4    308225.6666666666    86388.66666666667
476.6    312775.99999999994    82312.0
476.8    326312.3333333333    86254.66666666667
