frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    125799    34637
472.2    125564    29877
472.4    133345    40928
472.6    136385    39353
472.8    121805    35167
473.0    109732    30168
473.2    102713    25896
473.4    129390    33898
473.6    130582    36180
473.8    111333    28297
474.0    109322    34598
474.2    115077    32047
474.4    119112    29850
474.6    104295    25502
474.8    106086    24691
475.0    80573    19380
475.2    96390    21297
475.4    76460    16663
475.6    119101    29192
475.8    113764    27623
476.0    95870    23156
476.2    101292    34336
476.4    107238    30438
476.6    127434    43325
476.8    127563    34598
477.0    115731    30969
