frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    389415    98066
471.0    418475    93370
471.2    371192    92918
471.4    410404    105856
471.6    393889    87861
471.8    413556    111715
472.0    408030    86495
472.2    406220    104708
472.4    415683    100674
472.6    405293    113005
472.8    408201    90589
473.0    373232    86256
473.2    341812    80341
473.4    298581    65209
473.6    290249    68592
473.8    263710    50938
474.0    335532    76328
474.2    434773    94551
474.4    399352    101035
474.6    386027    90702
474.8    398036    97212
475.0    407586    98415
475.2    419405    108754
475.4    408905    102861
475.6    405514    94256
475.8    407212    98263
476.0    411539    90708
476.2    413953    95163
476.4    376127    86872
476.6    423379    89697
476.8    391478    80724
