frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    219619    61230
473.5    225169    60763
473.7    221641    62550
473.9    201890    53091
474.1    193540    58751
474.3    202149    60319
474.5    208294    61734
474.7    181808    56702
474.9    213439    50659
475.1    201043    44208
475.3    225993    71725
475.5    240878    74948
475.7    218039    56706
475.9    237782    70864
476.1    243104    72521
476.3    216479    67123
476.5    233037    62217
476.7    247196    77209
476.9    231647    68928
477.1    228025    60374
477.3    248412    80305
