frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    370859    80795
471.0    400853    89850
471.2    384867    78448
471.4    394260    90925
471.6    416586    90662
471.8    440313    105006
472.0    384189    76445
472.2    410121    104238
472.4    432092    100949
472.6    382188    92499
472.8    432010    106357
473.0    345422    93431
473.2    348047    84476
473.4    322477    63714
473.6    304492    67691
473.8    333419    66595
474.0    255023    46366
474.2    417590    105041
474.4    398871    84757
474.6    386955    81114
474.8    455791    102140
475.0    458585    115767
475.2    449154    107239
475.4    459647    97412
475.6    447064    88050
475.8    437905    91937
476.0    409804    90056
476.2    403566    88819
476.4    419013    97106
476.6    402869    92116
476.8    432497    95803
