frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    263295    75964
473.5    229319    66466
473.7    206260    62876
473.9    213338    56106
474.1    205231    50096
474.3    179803    46901
474.5    152781    42898
474.7    155612    39734
474.9    128551    33943
475.1    123168    31224
475.3    174335    43892
475.5    207616    56546
475.7    209563    58601
475.9    210170    56698
476.1    232579    66002
476.3    244958    73947
476.5    269550    81065
476.7    229293    75556
476.9    212373    59411
477.1    198012    57166
477.3    251956    72600
