frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    245424    67424
471.0    363358    105764
471.2    317141    99064
471.4    359401    105047
471.6    374953    100324
471.8    371809    105745
472.0    370829    103076
472.2    337938    102456
472.4    270271    95422
472.6    332409    83265
472.8    311951    98971
473.0    279475    79040
473.2    301053    74322
473.4    285598    76602
473.6    210229    53387
473.8    190908    50550
474.0    290462    82610
474.2    338528    93094
474.4    362282    109696
474.6    293775    82630
474.8    317066    88471
475.0    327958    86081
475.2    352936    100839
475.4    370508    99822
475.6    321076    92395
475.8    318531    88936
476.0    353431    93321
476.2    318991    83578
476.4    295301    81442
476.6    301505    82015
476.8    311815    83631
