frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    211404    53758
473.5    218498    62635
473.7    213687    63238
473.9    201276    52661
474.1    212257    60933
474.3    200157    55496
474.5    183969    50043
474.7    166114    46008
474.9    127348    30587
475.1    119343    30189
475.3    115261    23854
475.5    225590    58406
475.7    215750    57252
475.9    222753    60934
476.1    235750    60755
476.3    214532    65323
476.5    269061    79738
476.7    203102    58532
476.9    237992    67932
477.1    286531    87517
477.3    254107    71330
