frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    238017    60256
471.0    352530    104696
471.2    356727    107471
471.4    357882    104069
471.6    372165    102403
471.8    376207    102345
472.0    373349    107480
472.2    350313    103341
472.4    318484    96721
472.6    319937    95113
472.8    328529    92431
473.0    309661    81462
473.2    259501    70156
473.4    268256    64827
473.6    237115    64252
473.8    194527    45118
474.0    305984    86550
474.2    314086    88764
474.4    329062    94856
474.6    342922    108353
474.8    370062    108237
475.0    352103    102852
475.2    334979    101697
475.4    374022    110828
475.6    360650    94215
475.8    359238    102345
476.0    315256    79129
476.2    328193    87340
476.4    323685    97150
476.6    327647    84814
476.8    306475    88891
