frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    321241    92806
471.0    368115    102326
471.2    348426    97093
471.4    354988    93915
471.6    361448    109562
471.8    366335    107812
472.0    401499    117213
472.2    358046    99964
472.4    360727    104511
472.6    301950    74798
472.8    340027    89100
473.0    344737    94170
473.2    307043    93653
473.4    247684    67580
473.6    267875    68063
473.8    223812    61949
474.0    288503    92890
474.2    294670    82710
474.4    371543    98629
474.6    313810    86734
474.8    306286    78200
475.0    309993    88549
475.2    305892    86245
475.4    344888    93266
475.6    324308    91523
475.8    346044    99771
476.0    351556    101369
476.2    348153    97490
476.4    301796    71391
476.6    331408    84128
476.8    312545    82512
