frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    247487    79449
473.5    241941    67260
473.7    215919    54186
473.9    201174    50463
474.1    224261    57585
474.3    215295    66425
474.5    199814    54899
474.7    189082    49592
474.9    166277    41566
475.1    142833    35568
475.3    141143    39162
475.5    197983    58808
475.7    206368    55065
475.9    225869    64403
476.1    223151    54485
476.3    214257    56254
476.5    224584    57121
476.7    236889    64105
476.9    235755    66652
477.1    238556    65385
477.3    275748    82774
