frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    381688    97067
471.0    392040    86553
471.2    381549    95455
471.4    413056    107787
471.6    366590    89574
471.8    402801    96574
472.0    388693    88150
472.2    386736    97654
472.4    364459    90055
472.6    350733    80627
472.8    350892    85126
473.0    310367    79662
473.2    328356    69913
473.4    316413    62572
473.6    295499    66221
473.8    262222    52681
474.0    385387    97530
474.2    326553    65392
474.4    410875    106693
474.6    405536    93574
474.8    436367    104975
475.0    404386    83826
475.2    404945    103589
475.4    396987    99440
475.6    412688    87309
475.8    393145    91255
476.0    374321    89513
476.2    376402    82029
476.4    418627    104141
476.6    406669    88575
476.8    389896    88182
