frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    83072    29078
472.2    104407    39177
472.4    90037    26741
472.6    86288    34109
472.8    69513    22957
473.0    58575    18385
473.2    65767    21249
473.4    58956    20699
473.6    68202    23292
473.8    86675    27880
474.0    80340    33229
474.2    67454    22181
474.4    73111    24907
474.6    71181    22295
474.8    59419    20446
475.0    67187    23648
475.2    59108    17872
475.4    64836    18189
475.6    65272    24677
475.8    58835    21927
476.0    76372    21439
476.2    75867    25313
476.4    87792    30000
476.6    62951    23175
476.8    61370    21072
477.0    59926    17521
