frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    242375    70797
473.5    257173    71132
473.7    198166    62833
473.9    224462    55351
474.1    180299    51162
474.3    177177    47224
474.5    152390    42453
474.7    199669    51358
474.9    150969    37606
475.1    149739    43867
475.3    194437    54076
475.5    208291    53750
475.7    191629    45817
475.9    190533    48030
476.1    184235    55730
476.3    194132    54232
476.5    215199    63743
476.7    229664    66860
476.9    235434    78305
477.1    198417    59544
477.3    213293    64663
