frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    245123.33333333334    72221.66666666667
471.0    240609.66666666672    66626.66666666667
471.2    247339.33333333334    65683.66666666666
471.4    252149.3333333333    69764.0
471.6    229276.99999999997    65164.33333333333
471.8    222639.00000000003    61385.333333333336
472.0    237507.33333333328    67687.33333333333
472.2    228604.6666666667    65493.666666666664
472.4    220939.3333333333    58458.333333333336
472.6    236511.66666666663    66034.66666666667
472.8    223238.0    63762.333333333336
473.0    203789.0    56974.0
473.2    208841.99999999997    61189.66666666665
473.4    206325.3333333333    53965.333333333336
473.6    199406.33333333334    50628.33333333333
473.8    201231.6666666667    52081.0
474.0    197187.00000000003    51681.00000000001
474.2    229596.66666666666    65283.0
474.4    209009.0    53802.333333333336
474.6    232782.33333333334    66837.33333333334
474.8    239422.0    63947.33333333334
475.0    215132.33333333334    58313.99999999999
475.2    234193.6666666667    65558.33333333333
475.4    220121.0    65943.66666666667
475.6    237346.66666666663    64333.666666666664
475.8    236620.3333333333    63952.333333333336
476.0    228084.3333333333    63466.333333333336
476.2    240410.66666666666    67162.33333333331
476.4    242072.0    65869.0
476.6    247560.33333333334    68876.99999999999
476.8    242708.6666666667    67133.66666666667
