frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    229917    67064
473.5    217536    58616
473.7    215540    63119
473.9    220873    66252
474.1    203503    62179
474.3    194867    45022
474.5    193746    53763
474.7    160135    44067
474.9    129469    31567
475.1    133981    29334
475.3    204910    54919
475.5    188437    50485
475.7    208372    63595
475.9    233238    58893
476.1    217266    57990
476.3    216873    64917
476.5    235874    69173
476.7    233757    64473
476.9    237824    73030
477.1    251242    75127
477.3    266910    77904
