frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    98901    33942
472.2    106012    32656
472.4    105776    38710
472.6    108938    39169
472.8    99124    32702
473.0    100284    35043
473.2    107265    36037
473.4    94177    31879
473.6    103234    36274
473.8    92540    31609
474.0    82878    27801
474.2    79828    29185
474.4    84715    27294
474.6    89456    29034
474.8    65636    22207
475.0    72894    26096
475.2    52244    15192
475.4    93440    31641
475.6    75640    24365
475.8    81743    30990
476.0    79822    28527
476.2    80473    29895
476.4    47287    14353
476.6    118693    38794
476.8    88400    29974
477.0    98562    36137
