frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    107341    25061
472.2    119416    31259
472.4    102755    26808
472.6    99923    27718
472.8    103906    27422
473.0    108573    27827
473.2    101880    22890
473.4    103676    26704
473.6    98063    29108
473.8    100868    25466
474.0    99152    22112
474.2    108001    31481
474.4    111594    30446
474.6    108728    34483
474.8    103047    26414
475.0    93232    26703
475.2    90332    19798
475.4    120227    28113
475.6    77733    20692
475.8    106475    33209
476.0    101390    23754
476.2    96116    25612
476.4    102659    30583
476.6    102951    23680
476.8    108229    25656
477.0    114878    27321
