frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    228408.33333333328    60611.0
471.0    229610.6666666667    63727.0
471.2    215753.0    57216.0
471.4    220587.0    59448.66666666667
471.6    232409.66666666666    64991.33333333333
471.8    218849.66666666666    61499.66666666667
472.0    246928.3333333334    65875.66666666666
472.2    250769.3333333333    69035.33333333331
472.4    243653.99999999997    70174.33333333333
472.6    242746.99999999997    63812.999999999985
472.8    222999.0    58906.66666666667
473.0    201669.6666666667    56637.99999999999
473.2    198820.00000000003    54067.99999999999
473.4    192435.33333333334    53992.0
473.6    196225.66666666666    50166.33333333333
473.8    193330.0    49948.33333333334
474.0    177950.3333333333    47674.66666666666
474.2    156872.66666666666    37603.0
474.4    210836.6666666667    56218.666666666664
474.6    226010.00000000003    60947.99999999999
474.8    209124.66666666666    57452.666666666664
475.0    226734.33333333334    61165.333333333336
475.2    243639.33333333337    67898.99999999999
475.4    247263.66666666666    68048.66666666666
475.6    266813.00000000006    73578.66666666669
475.8    249620.66666666663    70489.99999999999
476.0    253197.33333333334    70537.00000000001
476.2    181539.99999999997    47802.00000000001
476.4    260010.66666666666    74180.66666666666
476.6    248120.6666666667    68163.66666666666
476.8    232228.0    68815.66666666667
