frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    235684    70042
473.5    219864    64833
473.7    220533    61143
473.9    219329    61828
474.1    203102    49823
474.3    149134    46521
474.5    183562    52026
474.7    150265    42353
474.9    143528    44013
475.1    115968    29567
475.3    211727    52242
475.5    216233    63225
475.7    229373    63807
475.9    235494    72992
476.1    235291    61211
476.3    225508    65664
476.5    237962    66113
476.7    239215    79823
476.9    239185    73546
477.1    242590    74075
477.3    256439    74253
