frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    398177    102756
471.0    462009    109209
471.2    433081    104265
471.4    406378    97747
471.6    395437    92317
471.8    457585    100640
472.0    411663    93780
472.2    434453    102744
472.4    414082    97384
472.6    365219    79783
472.8    421637    91703
473.0    366038    86787
473.2    364829    92888
473.4    379906    79096
473.6    356747    76786
473.8    307573    71238
474.0    408758    100721
474.2    424843    115953
474.4    425791    94029
474.6    475363    119465
474.8    444350    107924
475.0    451707    104990
475.2    399298    82524
475.4    440852    101703
475.6    447417    101886
475.8    455233    109465
476.0    427589    98305
476.2    405439    98479
476.4    402285    100454
476.6    410422    85454
476.8    395838    92478
