wl(nm)    mean_lt(s)    mle_lt(s)    CI_low[lt]    CI_high[lt]    int(W/m2)    int_er    label    file
265    36.156339518575855    32.4    27.0    44.99999999999999    137.30169708978602    10.391256420510826    265 p6 2 230208    2023_02_08_11h_37m_02s_dissociation_measurement
260    41.71729162242455    39.3    33.9    49.199999999999996    158.2186687514467    12.902696662120912    260 p6 1 230209    2023_02_09_09h_45m_38s_dissociation_measurement
275    218.8983476664789    178.8    150.0    285.6    785.9543392902258    61.86725620444541    275 p30 1 230213    2023_02_13_00h_00m_00s_dissociation_measurement
270    22.655187043242744    20.1    16.8    28.2    1535.4047696903892    119.52754816569279    270 p60 1 230214    2023_02_14_10h_37m_15s_dissociation_measurement
267    9.18624302450874    8.1    6.6    11.4    1613.6990158212593    129.08929112813473    267 p60 1 230215    2023_02_15_11h_00m_56s_dissociation_measurement
255    40.05931785822426    35.699999999999996    29.7    49.8    169.38644616671743    14.207879862949218    255 p6 1 230216    2023_02_16_11h_21m_18s_dissociation_measurement
250    37.09123695579959    33.3    27.6    46.199999999999996    183.0253508225734    15.949880381566432    250 p6 1 230221    2023_02_21_10h_39m_46s_dissociation_measurement
245    28.889288007109318    26.4    22.2    35.4    170.71068233659804    14.355698260187056    245 p6 1 230222    2023_02_22_11h_29m_14s_dissociation_measurement
