wl(nm)    mean_lt(s)    mle_lt(s)    CI_low[lt]    CI_high[lt]    int(W/m2)    int_er    label    file
265    37.69157894736817    34.199999999999996    29.099999999999998    45.9    137.31692953683086    10.402870271636612    265 p6 2 230208    2023_02_08_11h_37m_02s_dissociation_measurement
260    40.926071428571426    38.099999999999994    32.99999999999999    48.3    158.228246952189    12.922014397249756    260 p6 1 230209    2023_02_09_09h_45m_38s_dissociation_measurement
275    222.4024533601668    177.9    148.8    293.1    785.6047910646322    61.86749740688766    275 p30 1 230213    2023_02_13_00h_00m_00s_dissociation_measurement
270    21.120952380952353    19.2    16.5    25.5    1534.7083527769828    119.45148755783092    270 p60 1 230214    2023_02_14_10h_37m_15s_dissociation_measurement
267    12.703809523809502    11.700000000000001    9.6    15.3    1612.5333780120095    129.2638504999946    267 p60 1 230215    2023_02_15_11h_00m_56s_dissociation_measurement
255    40.85499999999956    36.3    30.599999999999998    50.4    169.33174027188159    14.168400359140898    255 p6 1 230216    2023_02_16_11h_21m_18s_dissociation_measurement
250    36.368461538460814    31.5    26.4    45.9    183.00682857429481    15.947852281473082    250 p6 1 230221    2023_02_21_10h_39m_46s_dissociation_measurement
245    28.122999999999905    25.5    21.6    34.199999999999996    170.63466346289565    14.306636495082971    245 p6 1 230222    2023_02_22_11h_29m_14s_dissociation_measurement
