frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    90582    31016
472.2    102939    37700
472.4    91964    31271
472.6    67364    29569
472.8    67659    24548
473.0    99644    32993
473.2    85777    28960
473.4    69479    27825
473.6    84205    31156
473.8    62018    19196
474.0    62071    22426
474.2    75961    22757
474.4    81017    25551
474.6    80477    27422
474.8    63302    21458
475.0    69089    21215
475.2    61127    19585
475.4    54726    22063
475.6    70974    26129
475.8    83138    29737
476.0    67212    21821
476.2    93867    29699
476.4    77995    27131
476.6    83202    34892
476.8    81508    28461
477.0    77294    29541
