frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    315277    87672
471.0    313657    85345
471.2    360530    103871
471.4    335339    97328
471.6    336273    93364
471.8    321401    83080
472.0    353967    95249
472.2    374755    116487
472.4    367601    99244
472.6    332589    90016
472.8    315615    89379
473.0    279688    77161
473.2    274573    75692
473.4    271977    64730
473.6    229190    61457
473.8    209059    53803
474.0    318937    79352
474.2    332383    97821
474.4    313287    82384
474.6    318864    79503
474.8    372833    106975
475.0    359436    99760
475.2    337159    91208
475.4    336222    90579
475.6    256524    67017
475.8    343393    94785
476.0    386673    107994
476.2    357470    103392
476.4    336250    85974
476.6    316538    85163
476.8    312418    78647
