frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    204551    59443
473.5    227173    66834
473.7    167983    42078
473.9    198154    48599
474.1    186197    49365
474.3    143281    37753
474.5    186543    48533
474.7    153462    36964
474.9    177738    52354
475.1    124436    31387
475.3    210430    50822
475.5    175038    41225
475.7    197105    65300
475.9    205637    55918
476.1    205317    59383
476.3    216781    60008
476.5    217759    63823
476.7    223176    60910
476.9    234545    60674
477.1    261906    87459
477.3    276183    75047
