frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    105426    35018
472.2    24604    7731
472.4    25816    7052
472.6    102507    31624
472.8    108052    42162
473.0    95146    32482
473.2    101665    34833
473.4    116356    40510
473.6    78143    27057
473.8    86697    28080
474.0    88199    31994
474.2    82482    30146
474.4    74627    26438
474.6    85829    25355
474.8    75240    25667
475.0    69166    26273
475.2    54257    16448
475.4    76452    25924
475.6    86062    27991
475.8    85720    31179
476.0    96808    29495
476.2    96639    32119
476.4    76655    24598
476.6    92813    27247
476.8    88182    27991
477.0    84297    27440
