frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    205625    53724
473.5    218044    60353
473.7    190825    52263
473.9    204021    55227
474.1    194044    59195
474.3    184354    51096
474.5    178051    53994
474.7    136758    34243
474.9    128618    30733
475.1    123105    31899
475.3    96078    21279
475.5    203885    54929
475.7    197692    47382
475.9    181995    54673
476.1    192671    54858
476.3    199118    56007
476.5    218759    68872
476.7    210777    54457
476.9    222459    63593
477.1    237279    70184
477.3    253500    72592
