frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    307920.3333333334    81179.66666666667
471.0    286428.3333333333    77818.33333333333
471.2    317084.3333333333    88377.66666666666
471.4    330034.6666666667    88480.33333333333
471.6    321478.99999999994    92426.66666666667
471.8    318240.3333333333    92031.66666666667
472.0    323116.6666666666    92079.66666666664
472.2    327737.66666666674    91463.66666666666
472.4    316636.3333333333    87795.66666666667
472.6    300111.0    78980.0
472.8    266813.6666666666    72670.33333333333
473.0    293374.6666666667    82531.66666666667
473.2    282432.0    77122.33333333334
473.4    266700.6666666667    66464.00000000001
473.6    257194.66666666666    66941.66666666666
473.8    246744.99999999997    64968.333333333336
474.0    274649.00000000006    72656.66666666666
474.2    299995.0    74440.33333333334
474.4    269668.6666666666    68566.33333333334
474.6    283907.0    78553.0
474.8    307306.33333333343    84631.0
475.0    335058.0    86392.0
475.2    295238.6666666667    87985.33333333334
475.4    294521.6666666667    82794.66666666667
475.6    292232.6666666667    78248.33333333334
475.8    316522.3333333334    85733.0
476.0    321367.0    82355.99999999999
476.2    292428.6666666667    79495.0
476.4    295056.99999999994    79420.66666666667
476.6    308937.00000000006    84788.66666666666
476.8    289195.3333333333    78159.33333333334
