frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    395429    86171
471.0    379197    90630
471.2    410826    96929
471.4    392706    98644
471.6    419605    99795
471.8    430105    112510
472.0    391402    96054
472.2    390722    102491
472.4    430384    109770
472.6    392600    101073
472.8    314448    61948
473.0    356056    84501
473.2    328934    74776
473.4    334983    73886
473.6    291349    60682
473.8    266143    51223
474.0    359148    79679
474.2    386105    89071
474.4    352241    82121
474.6    378642    93402
474.8    385006    90470
475.0    366459    88592
475.2    377746    89686
475.4    379735    82193
475.6    392701    88943
475.8    423574    99207
476.0    425940    96034
476.2    401601    89776
476.4    379482    91087
476.6    381738    86110
476.8    376634    80932
