frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    242445.66666666666    65991.00000000001
471.0    238249.33333333334    61357.99999999999
471.2    237187.33333333334    64606.0
471.4    239010.66666666663    67822.66666666667
471.6    240615.3333333333    68219.33333333334
471.8    230933.3333333333    66692.00000000001
472.0    236325.99999999997    69718.99999999999
472.2    236722.66666666663    64058.33333333332
472.4    234899.0    62794.0
472.6    235332.66666666666    60328.0
472.8    225211.3333333333    60360.333333333336
473.0    209760.3333333333    53881.66666666667
473.2    201459.00000000003    59501.333333333336
473.4    189489.00000000003    51372.666666666664
473.6    186839.6666666667    48641.0
473.8    194387.0    53469.666666666664
474.0    175266.33333333334    45125.66666666667
474.2    173343.0    46177.33333333334
474.4    224396.66666666666    61463.66666666668
474.6    240911.66666666666    70917.0
474.8    235970.33333333334    65566.33333333334
475.0    245722.66666666666    65512.666666666686
475.2    233536.3333333333    63662.33333333332
475.4    230738.33333333334    61109.99999999999
475.6    227591.6666666667    65686.33333333333
475.8    220960.33333333334    61420.0
476.0    240434.0    66318.0
476.2    243755.33333333334    64881.66666666667
476.4    227464.99999999997    69823.33333333333
476.6    229043.33333333337    62850.0
476.8    244692.00000000003    67065.33333333333
