frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    262426    82111
473.5    236106    59593
473.7    219062    59848
473.9    219095    64508
474.1    222711    57881
474.3    193969    47759
474.5    193540    54133
474.7    143896    30039
474.9    133077    33778
475.1    221558    52223
475.3    116360    26800
475.5    224410    71176
475.7    201883    58559
475.9    216657    57206
476.1    187795    53907
476.3    227109    73131
476.5    207667    61621
476.7    221337    58465
476.9    205621    57543
477.1    213371    63686
477.3    204790    62681
